Trial,Direction,Coherence,Response,ResponseCode,ResponseCorrect,stairCase
105,180,0.03,j,0,0,high
106,180,0.06,f,1,1,low
107,180,0.04,f,1,1,high
108,0,-0.06,j,0,1,low
109,0,-0.04,j,0,1,high
110,180,0.05,f,1,1,low
111,0,-0.05,j,0,1,low
112,0,-0.03,j,0,1,high
113,0,-0.03,j,0,1,high
114,180,0.04,f,1,1,low
115,0,-0.04,f,1,0,low
116,180,0.02,j,0,0,high
117,180,0.03,j,0,0,high
118,180,0.05,j,0,0,low
119,0,-0.04,f,1,0,high
120,0,-0.06,f,1,0,low
121,0,-0.05,f,1,0,high
122,180,0.07,f,1,1,low
123,0,-0.06,j,0,1,high
124,0,-0.07,j,0,1,low
125,180,0.06,f,1,1,high
126,0,-0.06,f,1,0,low
127,0,-0.05,f,1,0,high
128,0,-0.07,j,0,1,low
129,180,0.06,f,1,1,high
130,0,-0.07,j,0,1,low
131,0,-0.06,f,1,0,low
132,180,0.06,f,1,1,high
133,0,-0.05,j,0,1,high
134,0,-0.07,f,1,0,low
135,180,0.08,f,1,1,low
136,0,-0.05,j,0,1,high
137,180,0.08,j,0,0,low
138,0,-0.04,f,1,0,high
139,0,-0.05,j,0,1,high
140,180,0.09,f,1,1,low
141,0,-0.05,f,1,0,high
142,180,0.09,f,1,1,low
143,180,0.08,j,0,0,low
144,0,-0.06,f,1,0,high
145,180,0.09,f,1,1,low
146,180,0.07,f,1,1,high
147,180,0.07,f,1,1,high
148,180,0.09,j,0,0,low
149,180,0.06,j,0,0,high
150,180,0.10,f,1,1,low
151,180,0.07,j,0,0,high
152,180,0.10,f,1,1,low
153,180,0.08,f,1,1,high
154,180,0.09,j,0,0,low
155,180,0.10,j,0,0,low
156,0,-0.08,f,1,0,high
157,0,-0.09,f,1,0,high
158,0,-0.11,f,1,0,low
159,0,-0.10,j,0,1,high
160,180,0.12,f,1,1,low
161,180,0.12,f,1,1,low
162,180,0.10,f,1,1,high
163,0,-0.11,j,0,1,low
164,180,0.09,f,1,1,high
165,0,-0.11,j,0,1,low
166,180,0.09,f,1,1,high
167,180,0.10,f,1,1,low
168,0,-0.08,j,0,1,high
169,0,-0.10,j,0,1,low
170,0,-0.08,f,1,0,high
171,0,-0.09,j,0,1,low
172,180,0.09,f,1,1,high
173,0,-0.09,j,0,1,high
174,0,-0.09,j,0,1,low
175,0,-0.08,j,0,1,high
176,180,0.08,f,1,1,low
177,0,-0.08,f,1,0,low
178,0,-0.08,f,1,0,high
179,180,0.09,f,1,1,high
180,180,0.09,f,1,1,low
181,180,0.09,f,1,1,low
182,180,0.09,f,1,1,high
183,180,0.08,j,0,0,low
184,0,-0.08,f,1,0,high
185,0,-0.09,j,0,1,high
186,180,0.09,f,1,1,low
187,0,-0.09,j,0,1,high
188,0,-0.09,j,0,1,low
189,180,0.08,f,1,1,low
190,180,0.08,f,1,1,high
191,180,0.08,f,1,1,high
192,180,0.08,f,1,1,low
193,0,-0.07,j,0,1,high
194,180,0.07,f,1,1,low
195,0,-0.07,j,0,1,low
196,180,0.07,f,1,1,high
197,0,-0.06,f,1,0,low
198,180,0.06,j,0,0,high
199,180,0.07,j,0,0,low
200,180,0.07,f,1,1,high
