Trial,Direction,Coherence,Response,ResponseCode,ResponseCorrect,stairCase
108,180,0.47,f,1,1,high
109,0,0.47,j,0,1,high
110,0,0.11,f,1,0,low
111,180,0.12,j,0,0,low
112,180,0.46,j,0,0,high
113,0,0.13,j,0,1,low
114,0,0.47,j,0,1,high
115,0,0.47,j,0,1,high
116,180,0.13,f,1,1,low
117,180,0.46,f,1,1,high
118,180,0.12,f,1,1,low
119,0,0.46,j,0,1,high
120,0,0.12,j,0,1,low
121,180,0.11,j,0,0,low
122,0,0.45,j,0,1,high
123,0,0.45,f,1,0,high
124,0,0.12,f,1,0,low
125,0,0.46,f,1,0,high
126,0,0.13,j,0,1,low
127,0,0.13,f,1,0,low
128,180,0.47,f,1,1,high
129,180,0.14,f,1,1,low
130,0,0.47,j,0,1,high
131,180,0.46,j,0,0,high
132,0,0.14,j,0,1,low
133,180,0.47,j,0,0,high
134,180,0.13,j,0,0,low
135,180,0.48,f,1,1,high
136,180,0.14,j,0,0,low
137,180,0.15,j,0,0,low
138,180,0.48,f,1,1,high
139,0,0.16,j,0,1,low
140,0,0.47,j,0,1,high
141,180,0.16,f,1,1,low
142,0,0.47,j,0,1,high
143,0,0.15,f,1,0,low
144,0,0.46,j,0,1,high
145,180,0.16,f,1,1,low
146,180,0.46,f,1,1,high
147,180,0.16,f,1,1,low
148,180,0.45,j,0,0,high
149,180,0.15,j,0,0,low
150,180,0.46,f,1,1,high
151,0,0.16,j,0,1,low
152,0,0.46,j,0,1,high
153,0,0.16,j,0,1,low
154,180,0.45,f,1,1,high
155,0,0.45,f,1,0,high
156,180,0.15,f,1,1,low
157,180,0.46,f,1,1,high
158,0,0.15,f,1,0,low
159,0,0.16,j,0,1,low
160,0,0.46,j,0,1,high
161,180,0.16,f,1,1,low
162,180,0.45,j,0,0,high
163,180,0.46,f,1,1,high
164,180,0.15,j,0,0,low
165,0,0.46,j,0,1,high
166,0,0.16,j,0,1,low
167,0,0.16,j,0,1,low
168,180,0.45,f,1,1,high
169,0,0.15,j,0,1,low
170,180,0.45,f,1,1,high
171,180,0.44,f,1,1,high
172,180,0.15,j,0,0,low
173,0,0.16,j,0,1,low
174,180,0.44,f,1,1,high
175,180,0.43,j,0,0,high
176,180,0.16,f,1,1,low
177,180,0.15,j,0,0,low
178,0,0.44,j,0,1,high
179,0,0.16,j,0,1,low
180,0,0.44,j,0,1,high
181,0,0.43,j,0,1,high
182,0,0.16,j,0,1,low
183,180,0.15,f,1,1,low
184,0,0.43,j,0,1,high
185,0,0.15,f,1,0,low
186,0,0.42,j,0,1,high
187,0,0.16,j,0,1,low
188,180,0.42,f,1,1,high
189,180,0.16,j,0,0,low
190,0,0.41,j,0,1,high
191,0,0.41,j,0,1,high
192,0,0.17,j,0,1,low
193,180,0.40,f,1,1,high
194,180,0.17,f,1,1,low
195,0,0.16,j,0,1,low
196,180,0.40,f,1,1,high
197,0,0.39,j,0,1,high
198,0,0.16,f,1,0,low
199,0,0.39,j,0,1,high
200,180,0.17,f,1,1,low
