trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_2.keys,key_resp_2.rt,date,frameRate,expName,session,participant,
0,0,0,0,right,5.28433693713,2018_Jun_06_0959,59.9412514182,answertest,001,,
