Trial,Direction,Coherence,Response,ResponseCode,ResponseCorrect,ReactionTime,Condition,VP,Threshold
90,180,0.15,f,1,1,0.60,1.00,giamac,0.10
91,180,0.15,f,1,1,0.63,1.00,giamac,0.10
92,180,0.15,f,1,1,0.53,1.00,giamac,0.10
93,0,-0.15,j,0,1,0.45,1.00,giamac,0.10
94,180,0.15,f,1,1,0.47,1.00,giamac,0.10
95,0,-0.15,j,0,1,0.58,1.00,giamac,0.10
96,180,0.15,f,1,1,0.52,1.00,giamac,0.10
97,180,0.15,f,1,1,0.46,1.00,giamac,0.10
98,0,-0.15,j,0,1,0.57,1.00,giamac,0.10
99,180,0.15,f,1,1,0.43,1.00,giamac,0.10
100,0,-0.15,j,0,1,0.47,1.00,giamac,0.10
101,0,-0.10,j,0,1,0.63,1.00,giamac,0.10
102,0,-0.10,f,1,0,0.47,1.00,giamac,0.10
103,180,0.10,j,0,0,0.56,1.00,giamac,0.10
104,180,0.10,f,1,1,0.68,1.00,giamac,0.10
105,180,0.10,j,0,0,0.65,1.00,giamac,0.10
106,0,-0.10,j,0,1,0.56,1.00,giamac,0.10
107,0,-0.10,j,0,1,0.65,1.00,giamac,0.10
108,0,-0.10,j,0,1,0.60,1.00,giamac,0.10
109,180,0.10,f,1,1,0.43,1.00,giamac,0.10
110,0,-0.10,j,0,1,0.47,1.00,giamac,0.10
111,0,-0.10,f,1,0,0.58,1.00,giamac,0.10
112,0,-0.10,j,0,1,0.46,1.00,giamac,0.10
113,180,0.10,f,1,1,0.48,1.00,giamac,0.10
114,180,0.10,j,0,0,0.40,1.00,giamac,0.10
115,0,-0.10,j,0,1,0.85,1.00,giamac,0.10
116,180,0.10,f,1,1,0.52,1.00,giamac,0.10
117,0,-0.10,j,0,1,0.50,1.00,giamac,0.10
118,180,0.10,f,1,1,0.53,1.00,giamac,0.10
119,0,-0.10,j,0,1,0.57,1.00,giamac,0.10
120,0,-0.10,j,0,1,0.58,1.00,giamac,0.10
121,180,0.10,f,1,1,0.55,1.00,giamac,0.10
122,180,0.10,f,1,1,0.57,1.00,giamac,0.10
123,180,0.10,j,0,0,0.52,1.00,giamac,0.10
124,0,-0.10,f,1,0,0.53,1.00,giamac,0.10
125,180,0.10,f,1,1,0.60,1.00,giamac,0.10
126,0,-0.10,j,0,1,0.50,1.00,giamac,0.10
127,180,0.10,f,1,1,0.52,1.00,giamac,0.10
128,0,-0.10,j,0,1,0.46,1.00,giamac,0.10
129,180,0.10,f,1,1,0.48,1.00,giamac,0.10
130,0,-0.10,j,0,1,0.38,1.00,giamac,0.10
131,0,-0.10,f,1,0,0.48,1.00,giamac,0.10
132,0,-0.10,j,0,1,0.52,1.00,giamac,0.10
133,0,-0.10,j,0,1,0.52,1.00,giamac,0.10
134,0,-0.10,j,0,1,0.58,1.00,giamac,0.10
135,0,-0.10,j,0,1,0.67,1.00,giamac,0.10
136,180,0.10,f,1,1,0.52,1.00,giamac,0.10
137,0,-0.10,j,0,1,0.53,1.00,giamac,0.10
138,0,-0.10,f,1,0,0.60,1.00,giamac,0.10
139,180,0.10,j,0,0,0.63,1.00,giamac,0.10
140,0,-0.10,j,0,1,0.60,1.00,giamac,0.10
141,180,0.10,f,1,1,0.68,1.00,giamac,0.10
142,180,0.10,f,1,1,0.82,1.00,giamac,0.10
143,180,0.10,f,1,1,0.62,1.00,giamac,0.10
144,180,0.10,j,0,0,0.55,1.00,giamac,0.10
145,0,-0.10,j,0,1,0.65,1.00,giamac,0.10
146,180,0.10,f,1,1,0.58,1.00,giamac,0.10
147,0,-0.10,j,0,1,0.60,1.00,giamac,0.10
148,0,-0.10,f,1,0,0.65,1.00,giamac,0.10
149,0,-0.10,j,0,1,0.63,1.00,giamac,0.10
150,0,-0.10,j,0,1,0.52,1.00,giamac,0.10
151,180,0.10,f,1,1,0.55,1.00,giamac,0.10
152,0,-0.10,j,0,1,0.58,1.00,giamac,0.10
153,180,0.10,f,1,1,0.63,1.00,giamac,0.10
154,0,-0.10,f,1,0,0.95,1.00,giamac,0.10
155,180,0.10,f,1,1,0.57,1.00,giamac,0.10
156,0,-0.10,j,0,1,0.50,1.00,giamac,0.10
157,0,-0.10,j,0,1,0.60,1.00,giamac,0.10
158,180,0.10,f,1,1,0.50,1.00,giamac,0.10
159,180,0.10,j,0,0,0.87,1.00,giamac,0.10
160,0,-0.10,j,0,1,0.75,1.00,giamac,0.10
161,180,0.10,f,1,1,0.67,1.00,giamac,0.10
162,180,0.10,f,1,1,0.65,1.00,giamac,0.10
163,0,-0.10,j,0,1,0.51,1.00,giamac,0.10
164,0,-0.10,j,0,1,0.73,1.00,giamac,0.10
165,180,0.10,f,1,1,0.56,1.00,giamac,0.10
166,180,0.10,f,1,1,0.78,1.00,giamac,0.10
167,180,0.10,j,0,0,0.82,1.00,giamac,0.10
168,180,0.10,f,1,1,0.55,1.00,giamac,0.10
169,0,-0.10,f,1,0,0.65,1.00,giamac,0.10
170,180,0.10,f,1,1,0.68,1.00,giamac,0.10
171,180,0.10,j,0,0,0.73,1.00,giamac,0.10
172,0,-0.10,j,0,1,0.65,1.00,giamac,0.10
173,0,-0.10,f,1,0,0.77,1.00,giamac,0.10
174,0,-0.10,j,0,1,0.68,1.00,giamac,0.10
175,180,0.10,f,1,1,0.83,1.00,giamac,0.10
176,0,-0.10,j,0,1,0.67,1.00,giamac,0.10
177,0,-0.10,j,0,1,0.53,1.00,giamac,0.10
178,0,-0.10,j,0,1,0.63,1.00,giamac,0.10
179,0,-0.10,f,1,0,0.68,1.00,giamac,0.10
180,180,0.10,f,1,1,0.62,1.00,giamac,0.10
181,180,0.10,f,1,1,0.48,1.00,giamac,0.10
182,0,-0.10,j,0,1,0.58,1.00,giamac,0.10
183,180,0.10,j,0,0,0.51,1.00,giamac,0.10
184,180,0.10,j,0,0,0.72,1.00,giamac,0.10
185,180,0.10,j,0,0,0.73,1.00,giamac,0.10
186,180,0.10,f,1,1,0.90,1.00,giamac,0.10
187,180,0.10,f,1,1,0.95,1.00,giamac,0.10
188,180,0.10,f,1,1,0.67,1.00,giamac,0.10
189,180,0.10,j,0,0,0.83,1.00,giamac,0.10
190,180,0.10,f,1,1,0.53,1.00,giamac,0.10
191,0,-0.10,j,0,1,0.52,1.00,giamac,0.10
192,0,-0.10,j,0,1,0.55,1.00,giamac,0.10
193,180,0.10,f,1,1,0.61,1.00,giamac,0.10
194,180,0.10,j,0,0,0.53,1.00,giamac,0.10
195,180,0.10,f,1,1,0.77,1.00,giamac,0.10
196,180,0.10,f,1,1,0.53,1.00,giamac,0.10
197,0,-0.10,j,0,1,0.52,1.00,giamac,0.10
198,180,0.10,j,0,0,0.55,1.00,giamac,0.10
199,0,-0.10,f,1,0,0.56,1.00,giamac,0.10
200,0,-0.10,j,0,1,0.53,1.00,giamac,0.10
201,0,-0.08,j,0,1,0.82,1.00,giamac,0.10
202,0,-0.08,j,0,1,0.87,1.00,giamac,0.10
203,180,0.08,f,1,1,0.73,1.00,giamac,0.10
204,180,0.08,j,0,0,0.52,1.00,giamac,0.10
205,180,0.08,f,1,1,0.48,1.00,giamac,0.10
206,0,-0.08,j,0,1,0.47,1.00,giamac,0.10
207,0,-0.08,f,1,0,0.48,1.00,giamac,0.10
208,0,-0.08,j,0,1,0.47,1.00,giamac,0.10
209,0,-0.08,f,1,0,0.46,1.00,giamac,0.10
210,180,0.08,f,1,1,0.58,1.00,giamac,0.10
211,0,-0.08,j,0,1,0.60,1.00,giamac,0.10
212,180,0.08,j,0,0,1.05,1.00,giamac,0.10
213,180,0.08,f,1,1,0.56,1.00,giamac,0.10
214,0,-0.08,j,0,1,0.65,1.00,giamac,0.10
215,0,-0.08,j,0,1,0.85,1.00,giamac,0.10
216,0,-0.08,j,0,1,0.92,1.00,giamac,0.10
217,180,0.08,f,1,1,0.85,1.00,giamac,0.10
218,180,0.08,f,1,1,0.72,1.00,giamac,0.10
219,0,-0.08,j,0,1,0.72,1.00,giamac,0.10
220,0,-0.08,j,0,1,0.70,1.00,giamac,0.10
221,0,-0.08,j,0,1,0.55,1.00,giamac,0.10
222,180,0.08,j,0,0,0.90,1.00,giamac,0.10
223,180,0.08,f,1,1,0.80,1.00,giamac,0.10
224,180,0.08,f,1,1,0.67,1.00,giamac,0.10
225,0,-0.08,j,0,1,0.75,1.00,giamac,0.10
226,180,0.08,j,0,0,0.85,1.00,giamac,0.10
227,0,-0.08,j,0,1,0.92,1.00,giamac,0.10
228,180,0.08,f,1,1,0.50,1.00,giamac,0.10
229,180,0.08,j,0,0,0.45,1.00,giamac,0.10
230,0,-0.08,j,0,1,0.57,1.00,giamac,0.10
231,180,0.08,f,1,1,0.60,1.00,giamac,0.10
232,180,0.08,j,0,0,0.58,1.00,giamac,0.10
233,180,0.08,j,0,0,0.43,1.00,giamac,0.10
234,0,-0.08,j,0,1,0.43,1.00,giamac,0.10
235,180,0.08,j,0,0,0.47,1.00,giamac,0.10
236,180,0.08,f,1,1,0.51,1.00,giamac,0.10
237,180,0.08,j,0,0,0.50,1.00,giamac,0.10
238,0,-0.08,f,1,0,0.50,1.00,giamac,0.10
239,180,0.08,j,0,0,0.45,1.00,giamac,0.10
240,180,0.08,j,0,0,0.56,1.00,giamac,0.10
241,180,0.08,f,1,1,0.47,1.00,giamac,0.10
242,180,0.08,j,0,0,0.50,1.00,giamac,0.10
243,180,0.08,j,0,0,0.58,1.00,giamac,0.10
244,0,-0.08,j,0,1,0.55,1.00,giamac,0.10
245,0,-0.08,f,1,0,0.67,1.00,giamac,0.10
246,180,0.08,j,0,0,0.66,1.00,giamac,0.10
247,180,0.08,f,1,1,0.68,1.00,giamac,0.10
248,0,-0.08,j,0,1,0.55,1.00,giamac,0.10
249,180,0.08,f,1,1,0.57,1.00,giamac,0.10
250,180,0.08,f,1,1,0.77,1.00,giamac,0.10
251,0,-0.08,j,0,1,0.53,1.00,giamac,0.10
252,0,-0.08,f,1,0,0.67,1.00,giamac,0.10
253,180,0.08,f,1,1,0.56,1.00,giamac,0.10
254,0,-0.08,j,0,1,0.45,1.00,giamac,0.10
255,180,0.08,j,0,0,0.52,1.00,giamac,0.10
256,0,-0.08,j,0,1,0.73,1.00,giamac,0.10
257,0,-0.08,j,0,1,0.65,1.00,giamac,0.10
258,0,-0.08,f,1,0,0.75,1.00,giamac,0.10
259,180,0.08,f,1,1,0.63,1.00,giamac,0.10
260,0,-0.08,j,0,1,0.78,1.00,giamac,0.10
261,0,-0.08,j,0,1,0.67,1.00,giamac,0.10
262,180,0.08,f,1,1,0.60,1.00,giamac,0.10
263,180,0.08,f,1,1,0.55,1.00,giamac,0.10
264,180,0.08,f,1,1,0.50,1.00,giamac,0.10
265,180,0.08,j,0,0,0.60,1.00,giamac,0.10
266,180,0.08,j,0,0,0.60,1.00,giamac,0.10
267,0,-0.08,f,1,0,0.43,1.00,giamac,0.10
268,180,0.08,j,0,0,0.65,1.00,giamac,0.10
269,0,-0.08,j,0,1,0.80,1.00,giamac,0.10
270,180,0.08,f,1,1,0.65,1.00,giamac,0.10
271,180,0.08,f,1,1,0.57,1.00,giamac,0.10
272,0,-0.08,j,0,1,0.65,1.00,giamac,0.10
273,0,-0.08,j,0,1,0.54,1.00,giamac,0.10
274,180,0.08,f,1,1,0.58,1.00,giamac,0.10
275,0,-0.08,j,0,1,0.60,1.00,giamac,0.10
276,0,-0.08,j,0,1,0.55,1.00,giamac,0.10
277,0,-0.08,f,1,0,0.60,1.00,giamac,0.10
278,0,-0.08,f,1,0,0.61,1.00,giamac,0.10
279,0,-0.08,j,0,1,0.57,1.00,giamac,0.10
280,0,-0.08,j,0,1,0.71,1.00,giamac,0.10
281,180,0.08,f,1,1,0.85,1.00,giamac,0.10
282,0,-0.08,j,0,1,0.67,1.00,giamac,0.10
283,0,-0.08,j,0,1,0.60,1.00,giamac,0.10
284,0,-0.08,j,0,1,0.58,1.00,giamac,0.10
285,180,0.08,f,1,1,0.56,1.00,giamac,0.10
286,0,-0.08,j,0,1,0.62,1.00,giamac,0.10
287,180,0.08,f,1,1,0.73,1.00,giamac,0.10
288,0,-0.08,j,0,1,0.58,1.00,giamac,0.10
289,0,-0.08,j,0,1,0.57,1.00,giamac,0.10
290,180,0.08,f,1,1,0.65,1.00,giamac,0.10
291,180,0.08,f,1,1,0.58,1.00,giamac,0.10
292,0,-0.08,j,0,1,0.57,1.00,giamac,0.10
293,0,-0.08,f,1,0,0.57,1.00,giamac,0.10
294,180,0.08,f,1,1,0.62,1.00,giamac,0.10
295,180,0.08,j,0,0,0.70,1.00,giamac,0.10
296,0,-0.08,f,1,0,0.52,1.00,giamac,0.10
297,180,0.08,f,1,1,0.58,1.00,giamac,0.10
298,0,-0.08,j,0,1,0.53,1.00,giamac,0.10
299,180,0.08,f,1,1,0.60,1.00,giamac,0.10
300,0,-0.08,j,0,1,0.57,1.00,giamac,0.10
